사건번호,접수일(년월일),성별,연령대,지역,판매유형,물품소분류,청구이유
2020047905,2020-11-30 00:00:00,여성,50 - 59세,전라남도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047906,2020-11-30 00:00:00,여성,40 - 49세,강원도,국내온라인거래,식탁,품질(물품/용역)
2020047907,2020-11-30 00:00:00,남성,30 - 39세,서울특별시,일반판매,이동전화서비스,부당행위
2020047908,2020-11-30 00:00:00,남성,30 - 39세,인천광역시,방문판매,실손보험,계약불이행(불완전이행)
2020047909,2020-11-30 00:00:00,여성,40 - 49세,대구광역시,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2020047910,2020-11-30 00:00:00,남성,30 - 39세,광주광역시,전화권유판매,인터넷정보이용서비스,계약해제.해지/위약금
2020047911,2020-11-30 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020047912,2020-11-30 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020047913,2020-11-30 00:00:00,남성,20 - 29세,충청북도,국내온라인거래,기타컴퓨터·주변기기,품질(물품/용역)
2020047914,2020-11-30 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020047916,2020-11-30 00:00:00,남성,20 - 29세,인천광역시,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020047917,2020-11-30 00:00:00,남성,30 - 39세,대구광역시,전화권유판매,투자자문(컨설팅),청약철회
2020047918,2020-11-30 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020047919,2020-11-30 00:00:00,남성,60 - 64세,경기도,일반판매,이동전화서비스,계약불이행(불완전이행)
2020047920,2020-11-30 00:00:00,여성,50 - 59세,대전광역시,일반판매,스마트폰,품질(물품/용역)
2020047921,2020-11-30 00:00:00,여성,30 - 39세,경상남도,국내온라인거래,셔츠,품질(물품/용역)
2020047922,2020-11-30 00:00:00,여성,60 - 64세,경기도,일반판매,여성용내의류,품질(물품/용역)
2020047923,2020-11-30 00:00:00,남성,65 - 69세,인천광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047924,2020-11-30 00:00:00,여성,60 - 64세,서울특별시,일반판매,기타옥외장비·설비,AS불만
2020047925,2020-11-30 00:00:00,여성,40 - 49세,서울특별시,일반판매,점퍼·재킷류,품질(물품/용역)
2020047926,2020-11-30 00:00:00,여성,50 - 59세,서울특별시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020047927,2020-11-30 00:00:00,남성,40 - 49세,대구광역시,일반판매,시계,계약해제.해지/위약금
2020047928,2020-11-30 00:00:00,여성,40 - 49세,경상북도,일반판매,신발세탁,계약불이행(불완전이행)
2020047929,2020-11-30 00:00:00,여성,30 - 39세,인천광역시,소셜커머스(쇼핑),펜션,부당행위
2020047931,2020-11-30 00:00:00,남성,40 - 49세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047932,2020-11-30 00:00:00,여성,50 - 59세,부산광역시,일반판매,운동화,품질(물품/용역)
2020047933,2020-11-30 00:00:00,남성,70 - 79세,경기도,전화권유판매,투자자문(컨설팅),청약철회
2020047934,2020-11-30 00:00:00,여성,20 - 29세,경상남도,국내온라인거래,여성용내의류,품질(물품/용역)
2020047935,2020-11-30 00:00:00,남성,50 - 59세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047936,2020-11-30 00:00:00,여성,40 - 49세,경기도,일반판매,기타간편복,품질(물품/용역)
2020047937,2020-11-30 00:00:00,남성,30 - 39세,강원도,일반판매,운동화,품질(물품/용역)
2020047938,2020-11-30 00:00:00,여성,50 - 59세,경기도,일반판매,캐주얼바지,품질(물품/용역)
2020047939,2020-11-30 00:00:00,남성,20 - 29세,인천광역시,일반판매,운동화,품질(물품/용역)
2020047940,2020-11-30 00:00:00,여성,30 - 39세,경기도,일반판매,이동전화서비스,계약불이행(불완전이행)
2020047941,2020-11-30 00:00:00,남성,40 - 49세,경기도,일반판매,중형승용자동차,부당행위
2020047942,2020-11-30 00:00:00,남성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020047943,2020-11-30 00:00:00,남성,20 - 29세,경기도,방문판매,헬스장,계약해제.해지/위약금
2020047944,2020-11-30 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,침대,계약불이행(불완전이행)
2020047945,2020-11-30 00:00:00,여성,30 - 39세,경기도,국내온라인거래,가운·잠옷류,청약철회
2020047946,2020-11-30 00:00:00,여성,60 - 64세,서울특별시,일반판매,운동화,품질(물품/용역)
2020047947,2020-11-30 00:00:00,남성,30 - 39세,울산광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047948,2020-11-30 00:00:00,남성,40 - 49세,전라남도,국내온라인거래,가상화폐,부당행위
2020047949,2020-11-30 00:00:00,여성,30 - 39세,인천광역시,소셜커머스(쇼핑),퍼스널컴퓨터,품질(물품/용역)
2020047950,2020-11-30 00:00:00,남성,40 - 49세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020047952,2020-11-30 00:00:00,여성,20 - 29세,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2020047953,2020-11-30 00:00:00,여성,60 - 64세,서울특별시,일반판매,스마트폰,AS불만
2020047954,2020-11-30 00:00:00,여성,20 - 29세,경기도,일반판매,스포츠시설이용,계약해제.해지/위약금
2020047955,2020-11-30 00:00:00,여성,20 - 29세,경기도,일반판매,운동화,품질(물품/용역)
2020047956,2020-11-30 00:00:00,여성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020047957,2020-11-30 00:00:00,여성,30 - 39세,제주도,국내온라인거래,핸드백,계약해제.해지/위약금
2020047958,2020-11-30 00:00:00,여성,20 - 29세,충청남도,일반판매,스포츠시설이용,계약해제.해지/위약금
2020047959,2020-11-30 00:00:00,여성,30 - 39세,세종특별자치시,일반판매,의상대여(렌트),계약해제.해지/위약금
2020047960,2020-11-30 00:00:00,남성,50 - 59세,충청북도,국내온라인거래,먹는샘물,계약불이행(불완전이행)
2020047961,2020-11-30 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047962,2020-11-30 00:00:00,남성,50 - 59세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047963,2020-11-30 00:00:00,남성,40 - 49세,강원도,전화권유판매,투자자문(컨설팅),청약철회
2020047964,2020-11-30 00:00:00,남성,(미입력),충청남도,방문판매,실손보험,부당행위
2020047965,2020-11-30 00:00:00,남성,40 - 49세,전라북도,기타,상조서비스,부당행위
2020047966,2020-11-30 00:00:00,남성,40 - 49세,경기도,국내온라인거래,운동화,품질(물품/용역)
2020047967,2020-11-30 00:00:00,여성,20 - 29세,서울특별시,일반판매,이동전화서비스,계약해제.해지/위약금
2020047968,2020-11-30 00:00:00,남성,60 - 64세,충청북도,일반판매,운동화,품질(물품/용역)
2020047969,2020-11-30 00:00:00,남성,70 - 79세,서울특별시,일반판매,가스보일러,AS불만
2020047970,2020-11-30 00:00:00,남성,40 - 49세,부산광역시,일반판매,등산화,품질(물품/용역)
2020047971,2020-11-30 00:00:00,여성,30 - 39세,부산광역시,국내온라인거래,코트,계약해제.해지/위약금
2020047972,2020-11-30 00:00:00,남성,40 - 49세,부산광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020047973,2020-11-30 00:00:00,남성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020047974,2020-11-30 00:00:00,여성,10세 미만,경기도,일반판매,치과,계약해제.해지/위약금
2020047975,2020-11-30 00:00:00,남성,30 - 39세,경상남도,방문판매,초고속인터넷,부당행위
2020047976,2020-11-30 00:00:00,여성,50 - 59세,경기도,전화권유판매,정수기대여(렌트),계약해제.해지/위약금
2020047977,2020-11-30 00:00:00,여성,30 - 39세,부산광역시,기타통신판매,이동전화서비스,청약철회
2020048001,2020-12-01 00:00:00,여성,30 - 39세,부산광역시,국내온라인거래,운동화,계약불이행(불완전이행)
2020048002,2020-12-01 00:00:00,여성,30 - 39세,대구광역시,방문판매,인터넷교육서비스,계약해제.해지/위약금
2020048003,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020048004,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,기타,치과,품질(물품/용역)
2020048005,2020-12-01 00:00:00,남성,50 - 59세,서울특별시,일반판매,TV,계약불이행(불완전이행)
2020048006,2020-12-01 00:00:00,여성,30 - 39세,경기도,국내온라인거래,기타일반화장품,표시.광고
2020048007,2020-12-01 00:00:00,남성,20 - 29세,경기도,일반판매,신발세탁,계약불이행(불완전이행)
2020048008,2020-12-01 00:00:00,남성,50 - 59세,강원도,국내온라인거래,튀김기,AS불만
2020048009,2020-12-01 00:00:00,여성,40 - 49세,경기도,일반판매,기타방문·통신교육서비스,계약해제.해지/위약금
2020048010,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,미용서비스,품질(물품/용역)
2020048011,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,국외여행,계약해제.해지/위약금
2020048012,2020-12-01 00:00:00,여성,50 - 59세,충청남도,일반판매,피부·체형관리서비스,품질(물품/용역)
2020048017,2020-12-01 00:00:00,여성,50 - 59세,경상남도,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020048018,2020-12-01 00:00:00,여성,불명,서울특별시,국내온라인거래,기타의류·섬유,계약불이행(불완전이행)
2020048019,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,모바일거래,기타숙박시설,계약해제.해지/위약금
2020048020,2020-12-01 00:00:00,남성,50 - 59세,경기도,방문판매,가스보일러,AS불만
2020048021,2020-12-01 00:00:00,여성,30 - 39세,경기도,일반판매,싱크대,품질(물품/용역)
2020048022,2020-12-01 00:00:00,여성,50 - 59세,세종특별자치시,일반판매,소파,품질(물품/용역)
2020048023,2020-12-01 00:00:00,남성,30 - 39세,경기도,모바일거래,모바일게임서비스,청약철회
2020048024,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,소셜커머스(쇼핑),서랍장,품질(물품/용역)
2020048028,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,기타,미용서비스,계약해제.해지/위약금
2020048029,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,일반판매,피부·체형관리서비스,계약불이행(불완전이행)
2020048030,2020-12-01 00:00:00,남성,30 - 39세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020048031,2020-12-01 00:00:00,남성,50 - 59세,경기도,국내온라인거래,무선전화기,AS불만
2020048032,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,방문판매,가스보일러,계약불이행(불완전이행)
2020048033,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,기타신발·용품,부당행위
2020048034,2020-12-01 00:00:00,여성,불명,광주광역시,국내온라인거래,인터넷정보이용서비스,부당행위
2020048035,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020048036,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,기타인테리어설비,계약해제.해지/위약금
2020048037,2020-12-01 00:00:00,남성,40 - 49세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020048038,2020-12-01 00:00:00,남성,60 - 64세,경상북도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020048039,2020-12-01 00:00:00,여성,50 - 59세,충청북도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020048040,2020-12-01 00:00:00,여성,50 - 59세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020048041,2020-12-01 00:00:00,남성,40 - 49세,서울특별시,일반판매,중고자동차중개·매매,부당행위
2020048042,2020-12-01 00:00:00,남성,50 - 59세,대구광역시,국내온라인거래,일반자전거,표시.광고
2020048043,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,기타통신판매,카메라,AS불만
2020048044,2020-12-01 00:00:00,여성,30 - 39세,충청남도,일반판매,상조서비스,계약해제.해지/위약금
2020048045,2020-12-01 00:00:00,여성,20 - 29세,경기도,일반판매,헬스장,계약불이행(불완전이행)
2020048047,2020-12-01 00:00:00,여성,40 - 49세,인천광역시,전화권유판매,기타방문·통신교육서비스,계약해제.해지/위약금
2020048048,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,모바일거래,택배화물운송서비스,품질(물품/용역)
2020048049,2020-12-01 00:00:00,남성,50 - 59세,서울특별시,일반판매,점퍼·재킷류,품질(물품/용역)
2020048050,2020-12-01 00:00:00,여성,50 - 59세,전라북도,전화권유판매,투자자문(컨설팅),부당행위
2020048051,2020-12-01 00:00:00,여성,30 - 39세,인천광역시,일반판매,침대,품질(물품/용역)
2020048052,2020-12-01 00:00:00,여성,50 - 59세,강원도,기타,각종쿠폰류(무료통화권포함),계약불이행(불완전이행)
2020048053,2020-12-01 00:00:00,남성,65 - 69세,서울특별시,TV홈쇼핑,미분류대여(렌트),계약불이행(불완전이행)
2020048054,2020-12-01 00:00:00,여성,65 - 69세,부산광역시,방문판매,실손보험,부당행위
2020048055,2020-12-01 00:00:00,남성,50 - 59세,경기도,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2020048056,2020-12-01 00:00:00,남성,50 - 59세,경기도,소셜커머스(쇼핑),냉장고,AS불만
2020048057,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,일반판매,이동전화서비스,계약해제.해지/위약금
2020048058,2020-12-01 00:00:00,남성,30 - 39세,전라남도,일반판매,정수기대여(렌트),계약불이행(불완전이행)
2020048059,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,모바일거래,모바일정보이용서비스,계약불이행(불완전이행)
2020048060,2020-12-01 00:00:00,남성,60 - 64세,경상북도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020048061,2020-12-01 00:00:00,여성,20 - 29세,경기도,국내온라인거래,인터넷정보이용서비스,계약해제.해지/위약금
2020048062,2020-12-01 00:00:00,남성,30 - 39세,강원도,일반판매,자동차대여(렌트),품질(물품/용역)
2020048063,2020-12-01 00:00:00,여성,30 - 39세,부산광역시,국내온라인거래,인터넷교육서비스,계약불이행(불완전이행)
2020048064,2020-12-01 00:00:00,여성,40 - 49세,부산광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020048065,2020-12-01 00:00:00,남성,30 - 39세,경기도,일반판매,기타인테리어설비,계약불이행(불완전이행)
2020048066,2020-12-01 00:00:00,여성,40 - 49세,대구광역시,일반판매,건강(암·기타질병)보험,부당행위
2020048067,2020-12-01 00:00:00,남성,50 - 59세,전라북도,모바일거래,투자자문(컨설팅),계약해제.해지/위약금
2020048068,2020-12-01 00:00:00,남성,40 - 49세,경기도,국내온라인거래,태블릿PC,AS불만
2020048069,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,TV홈쇼핑,코트,품질(물품/용역)
2020048070,2020-12-01 00:00:00,남성,30 - 39세,대전광역시,일반판매,대형승용자동차,계약불이행(불완전이행)
2020048071,2020-12-01 00:00:00,남성,30 - 39세,해외 및 기타,국내온라인거래,모바일게임서비스,부당행위
2020048072,2020-12-01 00:00:00,여성,40 - 49세,대전광역시,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020048073,2020-12-01 00:00:00,여성,30 - 39세,경상남도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020048074,2020-12-01 00:00:00,여성,70 - 79세,부산광역시,TV홈쇼핑,전기세탁기,계약불이행(불완전이행)
2020048075,2020-12-01 00:00:00,여성,50 - 59세,서울특별시,일반판매,코트,품질(물품/용역)
2020048077,2020-12-01 00:00:00,남성,20 - 29세,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2020048078,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020048079,2020-12-01 00:00:00,여성,20 - 29세,부산광역시,일반판매,미용서비스,계약해제.해지/위약금
2020048080,2020-12-01 00:00:00,남성,20 - 29세,경기도,모바일거래,스마트폰,계약불이행(불완전이행)
2020048081,2020-12-01 00:00:00,여성,불명,전라북도,일반판매,헬스장,계약해제.해지/위약금
2020048082,2020-12-01 00:00:00,남성,20 - 29세,대전광역시,국내온라인거래,노트북컴퓨터,품질(물품/용역)
2020048083,2020-12-01 00:00:00,여성,60 - 64세,충청남도,국내온라인거래,기타모피·가죽의류,청약철회
2020048084,2020-12-01 00:00:00,남성,불명,대구광역시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020048085,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,기타의료용구,품질(물품/용역)
2020048086,2020-12-01 00:00:00,남성,60 - 64세,경기도,기타통신판매,캐주얼바지,청약철회
2020048087,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,모바일거래,창호유리,계약불이행(불완전이행)
2020048088,2020-12-01 00:00:00,남성,30 - 39세,충청남도,소셜커머스(쇼핑),기타보건·위생용품,표시.광고
2020048089,2020-12-01 00:00:00,여성,50 - 59세,대구광역시,일반판매,성형외과,품질(물품/용역)
2020048090,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,인터넷교육서비스,계약불이행(불완전이행)
2020048091,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,모바일거래,창호유리,계약불이행(불완전이행)
2020048092,2020-12-01 00:00:00,여성,20 - 29세,경기도,국내온라인거래,애완견,표시.광고
2020048093,2020-12-01 00:00:00,남성,30 - 39세,경기도,일반판매,섀시설비,계약불이행(불완전이행)
2020048094,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2020048095,2020-12-01 00:00:00,남성,60 - 64세,부산광역시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020048096,2020-12-01 00:00:00,남성,50 - 59세,경기도,일반판매,정신건강의학과,품질(물품/용역)
2020048097,2020-12-01 00:00:00,여성,40 - 49세,인천광역시,일반판매,헬스장,계약불이행(불완전이행)
2020048098,2020-12-01 00:00:00,여성,60 - 64세,대구광역시,일반판매,성형외과,품질(물품/용역)
2020048099,2020-12-01 00:00:00,남성,30 - 39세,경상남도,일반판매,셔츠,품질(물품/용역)
2020048100,2020-12-01 00:00:00,남성,50 - 59세,대구광역시,기타통신판매,이동전화서비스,계약불이행(불완전이행)
2020048101,2020-12-01 00:00:00,여성,30 - 39세,대구광역시,일반판매,항공여객운송서비스,계약불이행(불완전이행)
2020048102,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,애완동·식물용품,계약해제.해지/위약금
2020048103,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020048104,2020-12-01 00:00:00,여성,20 - 29세,부산광역시,일반판매,피부과,품질(물품/용역)
2020048105,2020-12-01 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,메인보드,청약철회
2020048106,2020-12-01 00:00:00,남성,20 - 29세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020048107,2020-12-01 00:00:00,남성,불명,경상남도,전화권유판매,상조서비스,계약불이행(불완전이행)
2020048108,2020-12-01 00:00:00,남성,40 - 49세,경기도,전화권유판매,투자자문(컨설팅),부당행위
2020048109,2020-12-01 00:00:00,남성,50 - 59세,부산광역시,기타,유선방송,부당행위
2020048110,2020-12-01 00:00:00,남성,40 - 49세,경기도,일반판매,정수기대여(렌트),AS불만
2020048111,2020-12-01 00:00:00,남성,65 - 69세,서울특별시,일반판매,건강(암·기타질병)보험,부당행위
2020048113,2020-12-01 00:00:00,여성,50 - 59세,경기도,일반판매,소파,품질(물품/용역)
2020048115,2020-12-01 00:00:00,남성,30 - 39세,충청남도,전화권유판매,모바일정보이용서비스,계약해제.해지/위약금
2020048116,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020048118,2020-12-01 00:00:00,여성,50 - 59세,경상남도,전화권유판매,투자자문(컨설팅),부당행위
2020048119,2020-12-01 00:00:00,남성,65 - 69세,부산광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020048120,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,헬스장,계약불이행(불완전이행)
2020048121,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020048122,2020-12-01 00:00:00,남성,50 - 59세,부산광역시,국내온라인거래,기타간편복,계약해제.해지/위약금
2020048123,2020-12-01 00:00:00,남성,50 - 59세,서울특별시,일반판매,이불·침대커버,품질(물품/용역)
2020048125,2020-12-01 00:00:00,여성,20 - 29세,경상남도,모바일거래,아동복,계약해제.해지/위약금
2020048126,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,일반판매,애완견,품질(물품/용역)
2020048129,2020-12-01 00:00:00,여성,30 - 39세,인천광역시,국내온라인거래,기타스포츠·레저기구·용품,청약철회
2020048130,2020-12-01 00:00:00,여성,65 - 69세,서울특별시,전화권유판매,상해보험,부당행위
2020048131,2020-12-01 00:00:00,남성,60 - 64세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020048132,2020-12-01 00:00:00,여성,70 - 79세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020048133,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020048134,2020-12-01 00:00:00,여성,30 - 39세,경기도,기타통신판매,건물청소서비스,부당행위
2020048135,2020-12-01 00:00:00,남성,60 - 64세,경기도,일반판매,신발세탁,계약불이행(불완전이행)
2020048136,2020-12-01 00:00:00,남성,40 - 49세,경기도,국내온라인거래,셔츠,계약불이행(불완전이행)
2020048137,2020-12-01 00:00:00,남성,30 - 39세,부산광역시,방문판매,헬스장,계약해제.해지/위약금
2020048138,2020-12-01 00:00:00,여성,50 - 59세,경기도,국내온라인거래,영양보충용제품,계약해제.해지/위약금
2020048139,2020-12-01 00:00:00,남성,50 - 59세,경상남도,국내온라인거래,호텔,품질(물품/용역)
2020048140,2020-12-01 00:00:00,남성,30 - 39세,경기도,국내온라인거래,기타완구·인형,청약철회
2020048141,2020-12-01 00:00:00,남성,70 - 79세,서울특별시,기타통신판매,운동화,품질(물품/용역)
2020048142,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,일반판매,종합체육시설회원권,계약해제.해지/위약금
2020048143,2020-12-01 00:00:00,여성,50 - 59세,경기도,방문판매,상조서비스,부당행위
2020048144,2020-12-01 00:00:00,남성,40 - 49세,경기도,국내온라인거래,호텔,청약철회
2020048145,2020-12-01 00:00:00,여성,50 - 59세,대전광역시,국내온라인거래,김치냉장고,계약불이행(불완전이행)
2020048146,2020-12-01 00:00:00,여성,60 - 64세,서울특별시,일반판매,기타인터넷기반서비스,부당행위
2020048147,2020-12-01 00:00:00,남성,65 - 69세,경기도,국내온라인거래,등산화,품질(물품/용역)
2020048148,2020-12-01 00:00:00,남성,70 - 79세,서울특별시,일반판매,국외여행,계약해제.해지/위약금
2020048149,2020-12-01 00:00:00,여성,50 - 59세,경기도,기타,식사배달,계약불이행(불완전이행)
2020048150,2020-12-01 00:00:00,남성,50 - 59세,경기도,기타통신판매,인터넷정보이용서비스,계약해제.해지/위약금
2020048151,2020-12-01 00:00:00,여성,40 - 49세,대전광역시,국내온라인거래,코트,청약철회
2020048152,2020-12-01 00:00:00,여성,50 - 59세,경기도,일반판매,전문스포츠화(축구화·골프화 등),품질(물품/용역)
2020048153,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,레저시설이용,품질(물품/용역)
2020048154,2020-12-01 00:00:00,여성,50 - 59세,대구광역시,일반판매,아파트,품질(물품/용역)
2020048155,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,일반판매,스마트폰,품질(물품/용역)
2020048156,2020-12-01 00:00:00,남성,30 - 39세,경기도,일반판매,택배화물운송서비스,품질(물품/용역)
2020048157,2020-12-01 00:00:00,여성,불명,경기도,일반판매,기타투자상품,계약해제.해지/위약금
2020048158,2020-12-01 00:00:00,여성,40 - 49세,충청남도,일반판매,운동화,품질(물품/용역)
2020048159,2020-12-01 00:00:00,남성,30 - 39세,충청북도,기타통신판매,정수기대여(렌트),품질(물품/용역)
2020048160,2020-12-01 00:00:00,남성,40 - 49세,경기도,국내온라인거래,운동화,품질(물품/용역)
2020048161,2020-12-01 00:00:00,남성,20 - 29세,서울특별시,일반판매,이동전화서비스,계약불이행(불완전이행)
2020048162,2020-12-01 00:00:00,남성,30 - 39세,대구광역시,일반판매,의류수선,계약불이행(불완전이행)
2020048163,2020-12-01 00:00:00,남성,30 - 39세,대구광역시,일반판매,애완견,품질(물품/용역)
2020048164,2020-12-01 00:00:00,여성,40 - 49세,경기도,국내온라인거래,작동완구,품질(물품/용역)
2020048165,2020-12-01 00:00:00,여성,50 - 59세,경기도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020048166,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,사진촬영,계약해제.해지/위약금
2020048167,2020-12-01 00:00:00,남성,40 - 49세,경기도,일반판매,소파,품질(물품/용역)
2020048168,2020-12-01 00:00:00,여성,50 - 59세,서울특별시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020048169,2020-12-01 00:00:00,여성,50 - 59세,대구광역시,방문판매,미분류대여(렌트),계약해제.해지/위약금
2020048170,2020-12-01 00:00:00,여성,40 - 49세,서울특별시,모바일거래,신유형상품권,계약불이행(불완전이행)
2020048171,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,운동화,품질(물품/용역)
2020048172,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,점퍼·재킷류,청약철회
2020048173,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,포장이사운송서비스,계약해제.해지/위약금
2020048174,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,점퍼·재킷류,품질(물품/용역)
2020048175,2020-12-01 00:00:00,남성,50 - 59세,경기도,일반판매,의자,품질(물품/용역)
2020048176,2020-12-01 00:00:00,남성,40 - 49세,경기도,국내온라인거래,운동화,품질(물품/용역)
2020048177,2020-12-01 00:00:00,남성,30 - 39세,부산광역시,국내온라인거래,모형완구,계약해제.해지/위약금
2020048178,2020-12-01 00:00:00,남성,20 - 29세,충청남도,일반판매,헬스장,계약해제.해지/위약금
2020048179,2020-12-01 00:00:00,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020048180,2020-12-01 00:00:00,남성,30 - 39세,충청남도,방문판매,레저·이벤트회원권,계약해제.해지/위약금
2020048181,2020-12-01 00:00:00,여성,40 - 49세,대구광역시,일반판매,운동화,품질(물품/용역)
2020048182,2020-12-01 00:00:00,여성,30 - 39세,서울특별시,일반판매,공중목욕탕,품질(물품/용역)
2020048183,2020-12-01 00:00:00,여성,20 - 29세,서울특별시,모바일거래,모바일게임서비스,표시.광고
2020048201,2020-12-02 00:00:00,남성,40 - 49세,경기도,국내온라인거래,여행용가방,품질(물품/용역)
2020048202,2020-12-02 00:00:00,여성,30 - 39세,부산광역시,일반판매,예식서비스,계약해제.해지/위약금
2020048203,2020-12-02 00:00:00,여성,40 - 49세,서울특별시,일반판매,전기밥솥,AS불만
2020048204,2020-12-02 00:00:00,여성,50 - 59세,서울특별시,일반판매,가구세트,안전(제품/시설)
2020048205,2020-12-02 00:00:00,여성,20 - 29세,전라북도,국내온라인거래,호텔,계약해제.해지/위약금
2020048206,2020-12-02 00:00:00,남성,20 - 29세,강원도,일반판매,헬스장,계약불이행(불완전이행)
